User_ID,user_avg_rating,user_rating_count,user_rating_std,Age_Group,Country,favourite_author,old_books_ratio,recent_books_ratio,genre_diversity
75429,6.333333333333333,3,5.507570547286102,Young_Adult,usa,Catherine Marshall,1.0,0.0,3
75485,3.2444444444444445,45,4.129470335590904,Adult,usa,Maeve Binchy,0.7111111111111111,0.28888888888888886,15
75486,1.4,5,2.1908902300206643,Adult,usa,Jodi Picoult,0.2,0.8,3
75491,3.1052631578947367,19,4.201781855383966,Adult,usa,Anita Shreve,0.631578947368421,0.3684210526315789,8
75534,3.3333333333333335,3,5.773502691896257,Senior,usa,Diane Mott Davidson,0.3333333333333333,0.6666666666666666,3
75551,1.6666666666666667,3,2.8867513459481287,Adult,usa,John Case,1.0,0.0,3
75568,2.2857142857142856,7,3.093772546815388,Unknown,Unknown,Anne Rice,1.0,0.0,4
75591,6.493670886075949,79,3.865937434732967,Adult,usa,Lilian Jackson Braun,0.7215189873417721,0.27848101265822783,14
75595,1.2173913043478262,23,3.2186462673717973,Adult,netherlands,Stephen King,0.6521739130434783,0.34782608695652173,10
75701,7.0,5,3.937003937005905,Senior,usa,Iris Johansen,0.4,0.6,4
75771,0.75,4,1.5,Adult,usa,ROBERT FULGHUM,0.75,0.25,4
75777,4.2,10,4.491968140779471,Adult,china,Alan Lightman,0.3,0.7,8
75783,0.0,1,0.0,Unknown,usa,Margaret Atwood,1.0,0.0,1
75819,6.375,48,3.682188294791274,Unknown,usa,J. K. Rowling,0.5208333333333334,0.4791666666666667,21
75833,0.0,1,0.0,Senior,germany,Marion Zimmer Bradley,1.0,0.0,1
75842,5.5,2,6.363961030678928,Middle_Age,usa,JON KRAKAUER,0.5,0.5,2
75860,0.6296296296296297,108,2.002767209901791,Adult,usa,Janet Evanovich,0.5,0.5,19
75875,3.857142857142857,7,4.845223470201398,Young_Adult,usa,Luanne Rice,0.42857142857142855,0.5714285714285714,2
75951,6.333333333333333,3,5.507570547286102,Unknown,Unknown,Aldous Huxley,1.0,0.0,2
75980,2.6666666666666665,3,4.618802153517007,Adult,usa,Jan Karon,1.0,0.0,2
76019,4.176470588235294,17,4.065637928382935,Adult,united kingdom,Anne McCaffrey,0.5294117647058824,0.47058823529411764,7
76102,2.5483870967741935,31,3.8195873221891343,Adult,usa,John Sandford,0.5161290322580645,0.4838709677419355,8
76122,0.0,4,0.0,Middle_Age,canada,Michael Crichton,1.0,0.0,3
76151,7.420454545454546,88,4.0788819487615875,Middle_Age,usa,Julie Garwood,0.36363636363636365,0.6363636363636364,13
76158,9.0,1,0.0,Young_Adult,france,Virginia Woolf,0.0,1.0,1
76168,3.0714285714285716,28,3.962122246777944,Unknown,usa,Anne Rice,0.7857142857142857,0.21428571428571427,13
76173,3.869565217391304,23,3.5586558727352884,Senior,canada,Patricia Daniels Cornwell,0.2608695652173913,0.7391304347826086,8
76218,6.166666666666667,6,2.6394443859772205,Unknown,usa,Stephen King,1.0,0.0,5
76223,4.465116279069767,43,4.10196722380919,Young_Adult,portugal,J. K. Rowling,0.7441860465116279,0.2558139534883721,10
76253,3.4,5,4.669047011971501,Adult,usa,Jennifer Weiner,0.6,0.4,4
76259,1.8181818181818181,11,3.311138227805714,Unknown,usa,Tom Clancy,1.0,0.0,5
76350,0.5,2,0.7071067811865476,Young_Adult,united kingdom,Helen Fielding,0.5,0.5,2
76351,5.555555555555555,18,5.113099925649136,Adult,usa,John Grisham,0.6666666666666666,0.3333333333333333,8
76352,0.16368638239339753,727,1.1460323942262531,Senior,usa,Nora Roberts,0.6368638239339752,0.3631361760660248,44
76458,0.5714285714285714,7,1.511857892036909,Unknown,usa,Barbara Kingsolver,0.2857142857142857,0.7142857142857143,4
76482,1.7241379310344827,29,2.4186264065748726,Senior,usa,Jonathan Franzen,0.3448275862068966,0.6551724137931034,12
76483,2.3,50,4.0620192023179795,Middle_Age,usa,Dean R. Koontz,0.64,0.36,14
76499,8.568181818181818,44,2.405398262945799,Unknown,usa,Roald Dahl,0.8181818181818182,0.18181818181818182,18
76530,6.166666666666667,12,3.613946051147701,Senior,usa,JONATHAN KELLERMAN,0.16666666666666666,0.8333333333333334,4
76532,2.7857142857142856,14,3.8864373923164646,Middle_Age,usa,Alexander McCall Smith,0.35714285714285715,0.6428571428571429,5
76575,0.0,1,0.0,Middle_Age,spain,Alice Sebold,0.0,1.0,1
76576,3.076923076923077,13,4.290717470337147,Teen,usa,Stephen King,0.8461538461538461,0.15384615384615385,6
76626,3.1150442477876106,113,4.216786632846535,Middle_Age,united kingdom,Joanne Harris,0.48672566371681414,0.5132743362831859,19
76710,2.4642857142857144,28,3.706672090894741,Senior,usa,Janet Evanovich,0.35714285714285715,0.6428571428571429,7
76741,3.0,5,2.8284271247461903,Adult,canada,Elie Wiesel,0.2,0.8,4
76803,4.266666666666667,15,4.14843630896315,Unknown,Unknown,James Patterson,0.5333333333333333,0.4666666666666667,6
76818,1.9764705882352942,85,3.66117490440873,Middle_Age,usa,Janet Evanovich,0.6588235294117647,0.3411764705882353,22
76873,1.5,2,2.1213203435596424,Young_Adult,usa,Anita Diamant,1.0,0.0,2
76888,6.45,20,3.6631163034541476,Young_Adult,usa,Stephen King,0.85,0.15,5
76890,2.3636363636363638,11,4.177863742936748,Unknown,usa,Faye Kellerman,0.5454545454545454,0.45454545454545453,9
76942,0.7152317880794702,151,2.130344208318485,Young_Adult,usa,Danielle Steel,0.7549668874172185,0.24503311258278146,23
76957,0.0,1,0.0,Senior,usa,Barbara Kingsolver,0.0,1.0,1
77039,3.5,2,4.949747468305833,Adult,spain,ISAAC ASIMOV,1.0,0.0,1
77040,1.0,6,2.449489742783178,Unknown,usa,DANIELLE STEEL,0.8333333333333334,0.16666666666666666,5
77045,10.0,1,0.0,Middle_Age,usa,Bradbury,1.0,0.0,1
77052,4.0,6,4.427188724235731,Young_Adult,usa,Alice Sebold,0.6666666666666666,0.3333333333333333,4
77082,0.0,19,0.0,Young_Adult,usa,Mary Higgins Clark,0.8421052631578947,0.15789473684210525,12
77181,2.4523809523809526,42,3.8011704291998623,Adult,usa,Al Franken,0.6666666666666666,0.3333333333333333,15
77270,0.0,3,0.0,Teen,usa,Carly Phillips,0.3333333333333333,0.6666666666666666,2
77304,0.0,2,0.0,Senior,canada,Rebecca Wells,0.5,0.5,2
77383,4.875,8,4.086126352846737,Young_Adult,canada,David Eddings,1.0,0.0,4
77424,0.6923076923076923,13,2.4961508830135313,Adult,canada,Sophie Kinsella,0.23076923076923078,0.7692307692307693,8
77480,3.490566037735849,53,3.9837296088611103,Senior,usa,James Patterson,0.5660377358490566,0.4339622641509434,14
77491,4.4,10,4.247875285886397,Young_Adult,usa,Laurell K. Hamilton,0.6,0.4,4
77499,8.0,1,0.0,Unknown,usa,NORA ROBERTS,1.0,0.0,1
77676,2.6666666666666665,3,4.618802153517007,Unknown,Unknown,E. Annie Proulx,1.0,0.0,3
77724,6.444444444444445,9,3.7453675090407055,Middle_Age,usa,Michael Connelly,0.4444444444444444,0.5555555555555556,4
77757,0.0,3,0.0,Unknown,canada,Danielle Steel,1.0,0.0,3
77772,5.333333333333333,6,4.179314138308661,Teen,usa,C. S. Lewis,0.3333333333333333,0.6666666666666666,3
77809,1.8583333333333334,120,3.3463785350315476,Adult,usa,John Grisham,0.5916666666666667,0.4083333333333333,25
77840,2.6666666666666665,9,4.031128874149275,Adult,usa,Michael Crichton,1.0,0.0,5
77860,1.380952380952381,21,3.122117718411503,Adult,usa,John Grisham,0.47619047619047616,0.5238095238095238,9
77886,0.0,3,0.0,Middle_Age,usa,Rebecca Wells,1.0,0.0,3
77940,0.313953488372093,86,1.4971473101867612,Unknown,malaysia,Nora Roberts,0.47674418604651164,0.5232558139534884,13
77971,2.1666666666666665,6,4.02077936060494,Senior,usa,David Sedaris,0.5,0.5,4
78015,6.6,20,3.7332080179469185,Adult,usa,John Irving,0.85,0.15,6
78328,6.875,8,2.850438562747845,Young_Adult,usa,Anne Rice,0.875,0.125,3
78440,6.333333333333333,6,3.265986323710904,Senior,usa,James Patterson,0.3333333333333333,0.6666666666666666,2
78448,4.535714285714286,56,4.147131695365039,Unknown,usa,Robin Cook,0.7142857142857143,0.2857142857142857,15
78496,2.6842105263157894,19,4.0831990668938785,Unknown,usa,Dean R. Koontz,0.8421052631578947,0.15789473684210525,10
78553,4.6521739130434785,69,4.904458016937008,Middle_Age,usa,Nora Roberts,0.6231884057971014,0.37681159420289856,15
78589,1.8333333333333333,6,2.48327740429189,Unknown,usa,Danielle Steel,1.0,0.0,5
78719,5.125,8,4.356850107261306,Young_Adult,usa,Alan Lightman,1.0,0.0,4
78755,5.0,2,7.0710678118654755,Senior,germany,Rich Shapero,0.5,0.5,2
78777,1.9,10,4.012480529547776,Unknown,usa,Amy Tan,0.9,0.1,7
78783,0.7965451055662188,521,2.526183569213731,Middle_Age,usa,Nora Roberts,0.6026871401151631,0.39731285988483683,35
78834,1.403755868544601,213,3.2889731402790736,Adult,usa,James Patterson,0.5774647887323944,0.4225352112676056,32
78841,2.9375,16,3.17214438511238,Middle_Age,usa,Toni Morrison,0.6875,0.3125,6
78846,2.36,25,3.9568505994877623,Senior,usa,Mary Higgins Clark,0.76,0.24,10
78901,3.4,5,4.774934554525329,Adult,usa,Emma Donoghue,0.6,0.4,4
78941,1.0,9,3.0,Middle_Age,austria,Alice Hoffman,0.5555555555555556,0.4444444444444444,6
78973,5.706214689265536,177,3.336031907141299,Adult,portugal,Mary Higgins Clark,0.5536723163841808,0.4463276836158192,23
79009,4.588235294117647,17,4.569721319859283,Unknown,usa,Laurell K. Hamilton,0.6470588235294118,0.35294117647058826,6
79055,5.857142857142857,7,4.375255094603872,Middle_Age,usa,JOHN GRISHAM,0.2857142857142857,0.7142857142857143,6
79089,3.0,2,4.242640687119285,Adult,usa,Jude Deveraux,0.5,0.5,2
79099,0.0,6,0.0,Middle_Age,usa,J. K. Rowling,0.16666666666666666,0.8333333333333334,3
79182,3.25,8,3.494894235064305,Adult,usa,DEAN KOONTZ,0.125,0.875,6
79186,0.3125,128,1.600934766311311,Middle_Age,usa,Nora Roberts,0.421875,0.578125,25
79188,0.0,1,0.0,Senior,Unknown,JON KRAKAUER,0.0,1.0,1
79215,7.4,5,4.219004621945797,Unknown,usa,Antoine de Saint-ExupÃÂ©ry,0.8,0.2,5
79266,7.95,20,2.114486375359025,Unknown,usa,Sue Grafton,0.45,0.55,5
79285,5.666666666666667,12,4.51931880090821,Unknown,usa,Anita Shreve,0.6666666666666666,0.3333333333333333,6
79366,2.4,5,3.361547262794322,Unknown,usa,JOHN GRISHAM,0.4,0.6,4
79441,8.875,8,0.83452296039628,Middle_Age,canada,Frank Herbert,0.75,0.25,2
79475,3.1666666666666665,12,4.7065396154197146,Middle_Age,usa,Stephen King,0.75,0.25,6
79506,0.5555555555555556,18,2.3570226039551585,Senior,usa,V.C. Andrews,0.8888888888888888,0.1111111111111111,6
79527,2.6666666666666665,6,4.1311822359545785,Young_Adult,canada,Stephen King,0.6666666666666666,0.3333333333333333,5
79556,3.0,6,4.69041575982343,Adult,united kingdom,Dodie Smith,1.0,0.0,5
79724,3.0833333333333335,12,3.2879486097878816,Unknown,usa,Nora Roberts,0.5,0.5,8
79736,5.777777777777778,9,3.492054473292827,Adult,usa,BILL COSBY,0.7777777777777778,0.2222222222222222,4
79740,2.8780487804878048,41,3.1320530164032947,Young_Adult,usa,Nora Roberts,0.4878048780487805,0.5121951219512195,10
79747,5.8,5,0.8366600265340756,Senior,usa,ANNA QUINDLEN,0.0,1.0,5
79754,1.1538461538461537,13,2.8823067684915684,Senior,usa,Marion Zimmer Bradley,0.5384615384615384,0.46153846153846156,7
79842,5.0,2,7.0710678118654755,Adult,usa,Aldous Huxley,1.0,0.0,2
79854,4.333333333333333,6,4.844240566555986,Adult,united kingdom,Emily Bronte,1.0,0.0,5
79923,3.0,14,3.741657386773941,Unknown,canada,Neil Gaiman,0.6428571428571429,0.35714285714285715,8
79942,1.5405405405405406,37,3.2625364586689516,Adult,australia,Paulo Coelho,0.6756756756756757,0.32432432432432434,13
79957,0.5555555555555556,9,1.6666666666666665,Senior,usa,DANIELLE STEEL,0.5555555555555556,0.4444444444444444,5
79961,7.0,5,4.0,Young_Adult,usa,Barbara Delinsky,0.4,0.6,4
79977,3.2857142857142856,35,3.4348681674456003,Adult,usa,Tom Clancy,0.45714285714285713,0.5428571428571428,12
80061,4.0,2,5.656854249492381,Adult,switzerland,Tom Clancy,1.0,0.0,1
80066,6.0,1,0.0,Middle_Age,united kingdom,Joanne Harris,0.0,1.0,1
80071,7.875,8,1.125991626459603,Adult,usa,J. R. R. Tolkien,0.75,0.25,4
80075,3.4285714285714284,7,4.27617987059879,Unknown,germany,Dan Brown,0.5714285714285714,0.42857142857142855,4
80105,6.0,7,4.163331998932266,Middle_Age,usa,Alice Walker,0.7142857142857143,0.2857142857142857,5
80202,0.5,12,1.7320508075688774,Adult,usa,Tom Clancy,1.0,0.0,9
80203,2.6363636363636362,33,4.136863106707347,Adult,usa,Rebecca Wells,0.6060606060606061,0.3939393939393939,10
80234,3.8181818181818183,11,4.423079963513701,Unknown,usa,Alice Hoffman,0.6363636363636364,0.36363636363636365,6
80266,2.8,10,4.516635916254486,Middle_Age,germany,Dean R. Koontz,0.4,0.6,6
80323,5.142857142857143,7,3.933978962347216,Unknown,usa,Gary Zukav,0.42857142857142855,0.5714285714285714,6
80371,3.2,10,4.157990967870047,Middle_Age,australia,Bailey White,0.3,0.7,6
80453,3.0,16,4.016632088371218,Young_Adult,usa,PHILIP PULLMAN,0.9375,0.0625,3
80477,5.0,4,5.773502691896257,Middle_Age,usa,Alan Lightman,0.75,0.25,3
80516,7.666666666666667,6,1.7511900715418263,Middle_Age,usa,ANNA QUINDLEN,0.5,0.5,5
80538,2.736111111111111,72,3.95037190460133,Adult,portugal,Anne Rice,0.625,0.375,19
80555,3.142857142857143,14,3.840215195435374,Young_Adult,united kingdom,Alice Sebold,0.5714285714285714,0.42857142857142855,10
80642,2.6666666666666665,24,3.383677786420989,Middle_Age,usa,Stephen King,0.7916666666666666,0.20833333333333334,9
80661,4.142857142857143,7,4.140393356054125,Unknown,Unknown,Anita Shreve,0.42857142857142855,0.5714285714285714,5
80683,1.7808219178082192,73,3.5716731814471068,Adult,usa,Stephen King,0.821917808219178,0.1780821917808219,17
80684,2.4705882352941178,17,3.7768645570569435,Unknown,usa,Andre Dubus III,0.7647058823529411,0.23529411764705882,6
80690,4.888888888888889,9,3.855011168740125,Unknown,usa,Margaret Atwood,0.6666666666666666,0.3333333333333333,8
80692,1.8333333333333333,12,3.3799766898963113,Middle_Age,usa,James Patterson,0.6666666666666666,0.3333333333333333,9
80704,0.0,1,0.0,Teen,usa,Jack Canfield,1.0,0.0,1
80776,1.8181818181818181,11,3.1246818019818217,Senior,usa,Sandra Brown,0.2727272727272727,0.7272727272727273,6
80810,3.661290322580645,62,4.064817251904471,Adult,usa,Catherine Coulter,0.5483870967741935,0.45161290322580644,22
80820,2.4444444444444446,18,3.6977293863098053,Unknown,usa,John Irving,0.3333333333333333,0.6666666666666666,8
80826,5.133333333333334,15,4.470005859163093,Middle_Age,usa,JOHN IRVING,0.6,0.4,6
80837,3.6,10,3.2041639575194445,Adult,usa,Stephen King,0.4,0.6,5
80908,3.0,3,5.196152422706632,Adult,spain,Frank Herbert,0.6666666666666666,0.3333333333333333,3
80929,1.5,8,3.2071349029490923,Young_Adult,usa,Ann-Marie MacDonald,0.5,0.5,7
80945,3.7457627118644066,59,4.036869819888121,Middle_Age,germany,Michael Connelly,0.4745762711864407,0.5254237288135594,14
80954,3.6,5,3.5071355833500366,Unknown,usa,Douglas Adams,0.6,0.4,5
80996,6.833333333333333,6,3.8166302763912916,Adult,usa,James Patterson,0.6666666666666666,0.3333333333333333,5
81015,5.0,2,7.0710678118654755,Teen,canada,Benjamin Hoff,1.0,0.0,2
81045,0.7746478873239436,71,2.58123549099259,Unknown,usa,Lilian Jackson Braun,0.49295774647887325,0.5070422535211268,18
81064,4.0,4,3.6514837167011076,Middle_Age,usa,Belva Plain,0.75,0.25,4
81088,1.1851851851851851,27,2.787845005031623,Teen,united kingdom,Anne Rice,0.5555555555555556,0.4444444444444444,9
81121,6.333333333333333,12,3.938927711338647,Unknown,usa,John Grisham,0.9166666666666666,0.08333333333333333,7
81128,0.0,1,0.0,Middle_Age,germany,Janet Evanovich,0.0,1.0,1
81136,5.25,12,3.333712099692528,Middle_Age,usa,Dean R. Koontz,0.5,0.5,4
81207,2.409090909090909,22,3.6470352069682304,Young_Adult,portugal,Aldous Huxley,0.7272727272727273,0.2727272727272727,11
81216,2.923076923076923,26,3.576848634461088,Unknown,usa,Robin Cook,0.6153846153846154,0.38461538461538464,11
81249,6.3,10,3.743141876967945,Unknown,canada,Marian Keyes,0.5,0.5,5
81263,8.823529411764707,17,1.5506165756581747,Teen,china,L.M. MONTGOMERY,0.7647058823529411,0.23529411764705882,7
81274,4.0,18,4.6399797159800045,Adult,united kingdom,Philip Pullman,0.5555555555555556,0.4444444444444444,8
81298,2.272727272727273,44,3.294559548948005,Young_Adult,usa,John Grisham,0.6590909090909091,0.3409090909090909,17
81303,6.9,10,3.6651512019742554,Adult,usa,DANIELLE STEEL,0.7,0.3,5
81318,6.181818181818182,22,2.5191904148595725,Young_Adult,usa,Nicholas Sparks,0.2727272727272727,0.7272727272727273,7
81368,2.230769230769231,39,3.673959132666288,Adult,usa,Janet Evanovich,0.4358974358974359,0.5641025641025641,14
81370,1.7272727272727273,11,3.8494391563163872,Adult,usa,Dan Brown,0.45454545454545453,0.5454545454545454,5
81434,5.2,10,4.825856285561029,Unknown,usa,Stephen King,0.6,0.4,8
81456,10.0,1,0.0,Adult,canada,Eric Schlosser,0.0,1.0,1
81459,3.375,8,4.749060057376767,Unknown,usa,Mary Higgins Clark,0.75,0.25,5
81492,1.6488549618320612,131,3.4705877669399,Adult,usa,Sidney Sheldon,0.5648854961832062,0.4351145038167939,29
81531,0.2727272727272727,22,1.2792042981336627,Unknown,usa,Mary Higgins Clark,0.5,0.5,10
81560,8.0,20,2.0261449005179113,Unknown,new zealand,Robert Jordan,0.85,0.15,3
81564,2.4,5,3.9115214431215892,Unknown,usa,Diane Johnson,0.6,0.4,3
81580,9.0,1,0.0,Unknown,usa,Jhumpa Lahiri,1.0,0.0,1
81597,4.5,84,3.9682474660493687,Unknown,usa,Mary Higgins Clark,0.7023809523809523,0.2976190476190476,14
81609,0.625,32,2.4593468841898236,Senior,usa,Mary Higgins Clark,0.375,0.625,11
81611,0.0,1,0.0,Middle_Age,usa,Anita Diamant,1.0,0.0,1
81672,6.75,4,2.753785273643051,Unknown,usa,David J. Pelzer,0.5,0.5,2
81682,2.36,75,3.600450422272642,Middle_Age,Unknown,Janet Evanovich,0.56,0.44,12
81771,2.425531914893617,47,3.6933823360817977,Middle_Age,usa,Arlene Eisenberg,0.5319148936170213,0.46808510638297873,17
81845,1.8888888888888888,9,3.8224483137265715,Adult,united kingdom,Alice Sebold,0.2222222222222222,0.7777777777777778,5
81848,2.6236559139784945,93,3.553669195336438,Adult,usa,John Grisham,0.4946236559139785,0.5053763440860215,24
81854,3.125,8,4.323936698360485,Young_Adult,usa,James Patterson,0.625,0.375,7
81855,3.5,6,4.460941604639093,Middle_Age,united kingdom,Dan Brown,0.5,0.5,4
81865,5.0,6,4.0,Adult,canada,Barbara Ehrenreich,0.6666666666666666,0.3333333333333333,2
81950,7.428571428571429,7,0.9759000729485332,Young_Adult,austria,Annie Proulx,0.7142857142857143,0.2857142857142857,6
81977,1.6794871794871795,78,3.374825016122153,Adult,usa,Margaret Atwood,0.6025641025641025,0.3974358974358974,17
82001,3.0,2,4.242640687119285,Unknown,usa,David Baldacci,1.0,0.0,2
82080,9.5,2,0.7071067811865476,Middle_Age,usa,PHILIP PULLMAN,0.5,0.5,2
82082,2.0,4,4.0,Adult,australia,Annie Proulx,1.0,0.0,2
82123,1.1666666666666667,12,2.757908737804898,Adult,usa,ANNE RICE,1.0,0.0,7
82164,1.6944444444444444,36,3.0782132520988252,Middle_Age,canada,Mary Higgins Clark,0.6944444444444444,0.3055555555555556,14
82171,0.0,4,0.0,Adult,belgium,Laura Ingalls Wilder,0.5,0.5,3
82192,3.5714285714285716,7,4.613644360558612,Unknown,australia,David Guterson,0.42857142857142855,0.5714285714285714,5
82391,2.6,10,3.438345855527367,Middle_Age,usa,James Patterson,0.2,0.8,4
82398,0.0,2,0.0,Senior,usa,JOHN GRISHAM,0.0,1.0,2
82407,2.66,50,3.7395296004515144,Unknown,usa,J. K. Rowling,0.64,0.36,17
82497,7.461538461538462,26,0.9478721108153455,Middle_Age,usa,Nora Roberts,0.4230769230769231,0.5769230769230769,6
82511,2.1714285714285713,35,3.468223093829379,Unknown,italy,Lilian Jackson Braun,0.6857142857142857,0.3142857142857143,15
82608,4.5,10,3.24037034920393,Unknown,usa,John Sandford,0.5,0.5,6
82659,7.5,2,0.7071067811865476,Senior,usa,Michael Crichton,1.0,0.0,2
82673,5.555555555555555,9,3.2829526005987018,Young_Adult,usa,Jerry Seinfeld,1.0,0.0,6
82699,5.0,7,4.69041575982343,Adult,canada,John Grisham,1.0,0.0,3
82795,4.0,4,4.69041575982343,Unknown,usa,Annie Proulx,0.25,0.75,1
82808,5.285714285714286,7,3.683941988065037,Young_Adult,australia,Stephen King,0.42857142857142855,0.5714285714285714,6
82825,5.875,8,3.9074105418879577,Middle_Age,usa,Clive Cussler,0.25,0.75,7
82831,0.6133333333333333,75,2.0127521385334983,Young_Adult,usa,J. K. Rowling,0.6666666666666666,0.3333333333333333,24
82841,6.0,5,5.477225575051661,Unknown,usa,Nora Roberts,0.4,0.6,2
82893,0.7934782608695652,92,2.5998226629220493,Middle_Age,usa,Stephen King,0.7934782608695652,0.20652173913043478,23
82917,1.1428571428571428,7,3.023715784073818,Unknown,usa,ANNA QUINDLEN,0.42857142857142855,0.5714285714285714,3
82926,0.0,51,0.0,Unknown,usa,Danielle Steel,0.9803921568627451,0.0196078431372549,16
82942,2.4,10,3.134042472944842,Unknown,usa,Annie Proulx,0.7,0.3,5
82955,4.75,4,3.774917217635375,Unknown,usa,Dean Koontz,0.5,0.5,3
82968,8.0,1,0.0,Adult,canada,Amy Tan,1.0,0.0,1
83034,0.0,18,0.0,Unknown,usa,Dean R. Koontz,0.7777777777777778,0.2222222222222222,9
83069,0.5,10,1.5811388300841898,Unknown,united kingdom,Alan Lightman,0.6,0.4,5
83109,1.7307692307692308,26,3.2809473303628915,Unknown,canada,Diane Mott Davidson,0.8846153846153846,0.11538461538461539,11
83110,5.25,4,4.272001872658766,Middle_Age,usa,Barbara Ehrenreich,0.5,0.5,3
83156,0.0,11,0.0,Senior,usa,JOHN GRISHAM,0.09090909090909091,0.9090909090909091,7
83178,0.7,10,2.2135943621178655,Senior,usa,Tom Clancy,0.8,0.2,7
83214,0.8888888888888888,9,2.666666666666667,Unknown,usa,Irving,0.5555555555555556,0.4444444444444444,4
83235,5.375,8,3.6228441865473595,Unknown,usa,Diane Mott Davidson,0.625,0.375,8
83239,7.833333333333333,6,1.7224014243685086,Young_Adult,canada,Brad Meltzer,0.16666666666666666,0.8333333333333334,5
83252,3.5,10,3.9510898637098992,Unknown,usa,ANN PACKER,0.2,0.8,8
83287,5.630434782608695,46,4.822902287360791,Middle_Age,usa,Sue Grafton,0.6304347826086957,0.3695652173913043,13
83306,5.0,9,4.0,Senior,canada,Rosamunde Pilcher,0.3333333333333333,0.6666666666666666,5
83428,9.0,1,0.0,Adult,usa,Ellen Degeneres,1.0,0.0,1
83431,7.6,10,2.9514591494904874,Adult,canada,Bret Easton Ellis,0.2,0.8,6
83443,9.0,8,0.5345224838248488,Unknown,Unknown,Dan Brown,0.0,1.0,6
83467,0.0,31,0.0,Senior,usa,Dean R. Koontz,0.7419354838709677,0.25806451612903225,13
83496,2.739130434782609,23,3.933739734704783,Unknown,usa,C. S. Lewis,0.6956521739130435,0.30434782608695654,9
83561,0.35714285714285715,14,1.3363062095621219,Middle_Age,usa,Dan Brown,0.42857142857142855,0.5714285714285714,10
83589,0.0,1,0.0,Senior,usa,Gabriel Garcia Marquez,1.0,0.0,1
83637,2.096774193548387,62,3.5097507146979985,Senior,usa,Tom Clancy,0.6612903225806451,0.3387096774193548,17
83646,7.071428571428571,14,1.2066664642907567,Adult,usa,Maeve Binchy,0.2857142857142857,0.7142857142857143,6
83666,1.4,15,3.1121880222303866,Adult,usa,Jennifer Crusie,0.4,0.6,6
83671,6.371428571428571,35,4.208434907391096,Senior,Unknown,Anne Rice,0.8857142857142857,0.11428571428571428,8
83707,0.0,27,0.0,Adult,usa,Robin Cook,0.8148148148148148,0.18518518518518517,12
83743,0.0,2,0.0,Adult,united kingdom,Jane Green,0.0,1.0,2
83754,6.857142857142857,7,3.236694374850748,Senior,usa,Belva Plain,0.8571428571428571,0.14285714285714285,4
84024,1.6456692913385826,127,3.2818102801899753,Middle_Age,usa,James Patterson,0.5590551181102362,0.4409448818897638,21
84126,4.0,2,5.656854249492381,Middle_Age,germany,Sue Grafton,1.0,0.0,1
84146,8.0,2,0.0,Middle_Age,netherlands,Jane Austen,1.0,0.0,2
84178,4.777777777777778,9,3.7675515184857717,Middle_Age,usa,ANN PACKER,0.4444444444444444,0.5555555555555556,5
84191,1.3846153846153846,13,3.404371247344154,Unknown,Unknown,Sandra Brown,0.3076923076923077,0.6923076923076923,6
84201,0.0,4,0.0,Middle_Age,usa,Danielle Steel,0.5,0.5,4
84308,10.0,1,0.0,Middle_Age,netherlands,Nick Bantock,1.0,0.0,1
84427,5.714285714285714,7,3.9880774697543058,Senior,usa,Amy Tan,0.42857142857142855,0.5714285714285714,4
84476,0.0,4,0.0,Teen,usa,Bruce Wilkinson,0.5,0.5,4
84479,8.636363636363637,11,2.975658826973525,Young_Adult,usa,J. K. Rowling,0.6363636363636364,0.36363636363636365,4
84523,2.6956521739130435,23,3.0065803983428756,Adult,Unknown,ANNA QUINDLEN,0.782608695652174,0.21739130434782608,10
84627,5.333333333333333,3,5.033222956847166,Middle_Age,usa,J.R.R. Tolkien,0.6666666666666666,0.3333333333333333,3
84716,0.0,2,0.0,Middle_Age,Unknown,Benjamin Hoff,1.0,0.0,2
84727,3.25,4,3.947573094109004,Senior,usa,Tom Clancy,0.5,0.5,2
84729,4.714285714285714,7,4.4986770542121866,Senior,usa,DEAN KOONTZ,0.0,1.0,3
84795,7.380952380952381,21,2.1789031753657726,Unknown,Unknown,TAMI HOAG,0.14285714285714285,0.8571428571428571,7
84831,8.0,1,0.0,Teen,germany,William Gerald Golding,1.0,0.0,1
84866,2.0,4,2.449489742783178,Unknown,united kingdom,CLARE NAYLOR,0.75,0.25,3
84867,9.0,1,0.0,Adult,germany,Thomas Harris,0.0,1.0,1
84880,2.0,4,4.0,Unknown,usa,Carl Hiaasen,0.75,0.25,4
84882,7.434782608695652,23,2.0851441405707476,Unknown,usa,Stephen King,0.8695652173913043,0.13043478260869565,10
84897,3.2666666666666666,15,3.2616093018777157,Unknown,usa,Alice Sebold,0.13333333333333333,0.8666666666666667,7
84900,3.0952380952380953,21,3.6456105374101866,Middle_Age,hong kong,Dean R. Koontz,0.5714285714285714,0.42857142857142855,6
85033,6.666666666666667,3,5.773502691896257,Adult,canada,Ken Kesey,0.3333333333333333,0.6666666666666666,3
85043,3.6666666666666665,9,4.358898943540674,Unknown,usa,Ben Sherwood,0.5555555555555556,0.4444444444444444,6
85132,2.5,6,3.8858718455450894,Unknown,usa,Maeve Binchy,0.3333333333333333,0.6666666666666666,4
85256,4.777777777777778,9,3.929942040850532,Middle_Age,usa,Anita Shreve,0.4444444444444444,0.5555555555555556,6
