ISBN,Book_avg_rating,Book_rating_count,Book_rating_std,Year_Of_Publication,Publisher,Genre,Title_Author_combined,Genre_grouped
0671004565,1.3738317757009346,107,1.3738317757009346,2000,Pocket,Mystery,We'll Meet Again Mary Higgins Clark,Thriller_Mystery
0345370805,1.7522935779816513,109,1.7522935779816513,1992,Ballantine Books,Fiction,How to Make an American Quilt Whitney Otto,Fiction
0375703055,2.4642857142857144,140,2.4642857142857144,1997,Vintage Books,Fiction,Ellen Foster Kaye Gibbons,Fiction
0156006529,1.6756756756756757,74,1.6756756756756757,1999,Harvest Books,Unknown,Where or When  : A Novel Anita Shreve,Unknown
0446673544,2.3421052631578947,76,2.3421052631578947,1997,Warner Books,Fiction,Sex &amp; the City Candace Bushnell,Fiction
0312243022,2.8181818181818183,88,2.8181818181818183,2000,Picador,Unknown,The Hours : A Novel Michael Cunningham,Unknown
0385490445,3.7049180327868854,61,3.7049180327868854,1997,Anchor,Unknown,Alias Grace : A Novel Margaret Atwood,Unknown
0375700757,2.6699507389162562,203,2.6699507389162562,1998,Vintage,Unknown,Cold Mountain : A Novel CHARLES FRAZIER,Unknown
0070212570,2.9653179190751446,173,2.9653179190751446,1989,McGraw-Hill,Fiction,Fried Green Tomatoes at the Whistle Stop Cafe Fannie Flagg,Fiction
0061098361,1.3269230769230769,52,1.3269230769230769,2001,HarperTorch,Unknown,Circle of Three: A Novel Patricia Gaffney,Unknown
0061093092,1.3055555555555556,36,1.3055555555555556,1997,HarperTorch,Fiction,Lily White Susan Isaacs,Fiction
0446611239,2.2115384615384617,52,2.2115384615384617,2003,Warner Books,Thriller,The Cabinet of Curiosities Douglas Preston,Thriller_Mystery
0316781266,2.3358208955223883,134,2.3358208955223883,2002,Back Bay Books,Romance,The Last Time They Met : A Novel Anita Shreve,Romance
0671032658,3.9285714285714284,28,3.9285714285714284,1999,Pocket,Fiction,The Green Mile Stephen King,Fiction
0380817683,2.6486486486486487,37,2.6486486486486487,2001,Avon Books,Romance,Rachel's Holiday Marian Keyes,Romance
0380814021,2.841463414634146,82,2.841463414634146,2001,HarperTrophy,Romance,The Princess Diaries Meg Cabot,Romance
0061098795,1.9152542372881356,59,1.9152542372881356,2003,HarperTorch,Mystery,The Wailing Wind Tony Hillerman,Thriller_Mystery
0375725784,3.044198895027624,181,3.044198895027624,2001,Vintage Books USA,Memoir,A Heartbreaking Work of Staggering Genius Dave Eggers,Non_Fiction
0452281784,2.2758620689655173,58,2.2758620689655173,2001,Plume Books,Romance,Bad Heir Day Wendy Holden,Romance
0345436911,3.3095238095238093,84,3.3095238095238093,2001,Ballantine Books,Unknown,The Dress Lodger (Ballantine Reader's Circle) Sheri Holman,Unknown
0452284481,2.5,18,2.5,2003,Plume Books,Unknown,Le Divorce (William Abrahams Book) Diane Johnson,Unknown
0440217520,2.6507936507936507,63,2.6507936507936507,1995,Dell,Unknown,Tunnel Vision (V.I. Warshawski Novels (Paperback)) Sara Paretsky,Unknown
0345339703,4.063218390804598,174,4.063218390804598,1986,Del Rey,Unknown,"The Fellowship of the Ring (The Lord of the Rings, Part 1) J.R.R. TOLKIEN",Unknown
038039586X,3.869565217391304,23,3.869565217391304,1975,Harpercollins,Fantasy,Watership Down Richard George Adams,SciFi_Fantasy
0670030643,2.6621621621621623,74,2.6621621621621623,2002,Viking Books,Unknown,The Eyre Affair (Alex Awards (Awards)) Jasper Fforde,Unknown
0440131480,2.6857142857142855,35,2.6857142857142855,1991,Dell Publishing Company,Satire,Breakfast of Champions Kurt Vonnegut,Drama_Humor
0440940001,3.4,70,3.4,1978,Laure Leaf,Unknown,Island of the Blue Dolphins (Laurel Leaf Books) Scott O'Dell,Unknown
0425163385,2.746031746031746,63,2.746031746031746,2004,Berkley Publishing Group,Thriller,The Night Crew John Sandford,Thriller_Mystery
0671042262,3.104761904761905,105,3.104761904761905,2002,Pocket,Unknown,The Blue Nowhere : A Novel Jeffery Deaver,Unknown
0425157539,1.7125,80,1.7125,1997,Berkley Publishing Group,Thriller,Sudden Prey John Sandford,Thriller_Mystery
0679731148,2.336842105263158,95,2.336842105263158,1991,Vintage Books USA,Non-Fiction,A Year in Provence Peter Mayle,Non_Fiction
0380600129,2.3676470588235294,68,2.3676470588235294,1999,HarperTrophy,Fantasy,The Indian in the Cupboard Lynne Reid Banks,SciFi_Fantasy
0316693324,2.396551724137931,58,2.396551724137931,1998,Replica Books,Thriller,When the Wind Blows James Patterson,Thriller_Mystery
0743412273,3.7666666666666666,30,3.7666666666666666,2001,Pocket,Horror,Pet Sematary Stephen King,Horror
0553580272,4.238095238095238,42,4.238095238095238,2000,Spectra Books,Unknown,"House Atreides (Dune: House Trilogy, Book 1) Brian Herbert",Unknown
0449912558,3.028985507246377,69,3.028985507246377,1997,Fawcett Books,Science Fiction,The Sparrow MARY DORIA RUSSELL,SciFi_Fantasy
0684835983,2.890909090909091,55,2.890909090909091,2000,Simon &amp; Schuster,Thriller,Before I Say Good-Bye : A Novel Mary Higgins Clark,Thriller_Mystery
0440226430,2.4727272727272727,330,2.4727272727272727,1999,Dell Publishing Company,Fiction,Summer Sisters Judy Blume,Fiction
031231616X,2.6774193548387095,31,2.6774193548387095,2003,St. Martin's Griffin,Fiction,I Capture the Castle Dodie Smith,Fiction
089480829X,3.5346534653465347,101,3.5346534653465347,1996,Workman Pub Co,Non-Fiction,What to Expect When You're Expecting (Revised Edition) Arlene Eisenberg,Non_Fiction
0894805770,3.5972222222222223,72,3.5972222222222223,1989,Workman Publishing,Non-Fiction,What to Expect the First Year Arlene Eisenberg,Non_Fiction
0062502174,4.842105263157895,19,4.842105263157895,1993,HarperSanFrancisco,Unknown,The Alchemist: A Fable About Following Your Dream Paulo Coelho,Unknown
0688177751,2.9381443298969074,97,2.9381443298969074,2000,Perennial,Fiction,Miss Julia Speaks Her Mind : A Novel Ann B. Ross,Fiction
0345438329,3.188976377952756,127,3.188976377952756,2001,Ballantine Books,Unknown,Big Stone Gap: A Novel (Ballantine Reader's Circle) Adriana Trigiani,Unknown
0375707972,2.6212765957446806,235,2.6212765957446806,1999,Vintage Books USA,Fiction,The Reader Bernhard Schlink,Fiction
0618126988,1.9473684210526316,19,1.9473684210526316,2001,Houghton Mifflin,Fantasy,The Silmarillion J.R.R. Tolkien,SciFi_Fantasy
0345446860,2.6923076923076925,78,2.6923076923076925,2002,Ballantine Books,Unknown,Back When We Were Grownups : A Novel (Ballantine Reader's Circle) ANNE TYLER,Unknown
0446310492,3.175,40,3.175,1985,Warner Books,Classic,To Kill a Mockingbird Harper Lee,Fiction
0515090506,1.8181818181818181,55,1.8181818181818181,1997,Jove Books,Mystery,The Cat Who Played Brahms Lilian Jackson Braun,Thriller_Mystery
0399145087,2.55,80,2.55,1999,Putnam Pub Group,Thriller,Black Notice Patricia Daniels Cornwell,Thriller_Mystery
0312990456,3.8034188034188032,117,3.8034188034188032,2003,St. Martin's Paperbacks,Unknown,One for the Money (A Stephanie Plum Novel) Janet Evanovich,Unknown
0316969680,2.674698795180723,83,2.674698795180723,2002,"Little, Brown",Romance,The Beach House James Patterson,Romance
0440418569,4.6,10,4.6,2003,Yearling,Unknown,"The Amber Spyglass (His Dark Materials, Book 3) PHILIP PULLMAN",Unknown
0786014210,0.0,3,0.0,2001,Kensington Publishing Corporation,Mystery,Darkness Sam Siciliano,Thriller_Mystery
0399501487,3.3248730964467006,197,3.3248730964467006,1959,Perigee Trade,Classic,Lord of the Flies William Gerald Golding,Fiction
0425177173,2.36231884057971,69,2.36231884057971,2001,Berkley Publishing Group,Thriller,Atlantis Found Clive Cussler,Thriller_Mystery
0440224764,2.590551181102362,254,2.590551181102362,1998,Dell Publishing Company,Legal Thriller,The Partner John Grisham,Thriller_Mystery
0553572997,2.5622317596566524,233,2.5622317596566524,1995,Bantam Books,Historical Fiction,The Alienist Caleb Carr,Historical
0380727501,3.0547945205479454,73,3.0547945205479454,1997,Perennial,Non-Fiction,Notes from a Small Island Bill Bryson,Non_Fiction
0440208912,0.5,24,0.5,1991,Dell,Fiction,Harvest BELVA PLAIN,Fiction
0373218192,2.134020618556701,97,2.134020618556701,2003,Silhouette,Romance,Engaging The Enemy Nora Roberts,Romance
0515120006,2.1666666666666665,66,2.1666666666666665,2001,Jove Books,Unknown,Holding the Dream (Dream Trilogy) Nora Roberts,Unknown
0515127396,2.0517241379310347,58,2.0517241379310347,2000,Jove Books,Unknown,The Cat Who Saw Stars (Cat Who... (Paperback)) Lilian Jackson Braun,Unknown
0345416260,3.1690140845070425,71,3.1690140845070425,1996,Ballantine Books,Unknown,Pope Joan (Ballantine Reader's Circle) Donna Woolfolk Cross,Unknown
0385494785,2.761904761904762,21,2.761904761904762,1999,Anchor,Unknown,Into Thin Air : A Personal Account of the Mt. Everest Disaster JON KRAKAUER,Unknown
0385486804,3.3636363636363638,132,3.3636363636363638,1997,Anchor,Non-Fiction,Into the Wild Jon Krakauer,Non_Fiction
0385512104,3.8333333333333335,90,3.8333333333333335,2003,Doubleday,Unknown,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13) Mark Haddon,Unknown
0440236673,2.1636363636363636,275,2.1636363636363636,2000,Island,Legal Thriller,The Brethren John Grisham,Thriller_Mystery
0440235162,1.8879310344827587,116,1.8879310344827587,2002,Dell Publishing Company,Romance,The Smoke Jumper Nicholas Evans,Romance
0425158616,2.1204819277108435,166,2.1204819277108435,1997,Berkley Publishing Group,Thriller,Cause of Death Patricia Daniels Cornwell,Thriller_Mystery
0062502182,3.352517985611511,139,3.352517985611511,1995,HarperSanFrancisco,Unknown,The Alchemist: A Fable About Following Your Dream Paulo Coelho,Unknown
0060175400,3.074468085106383,94,3.074468085106383,1999,HarperCollins,Fiction,The Poisonwood Bible Barbara Kingsolver,Fiction
1573221775,2.769230769230769,26,2.769230769230769,2001,Riverhead Books,Fiction,My Dream of You Nuala O'Faolain,Fiction
0671537458,1.3108108108108107,74,1.3108108108108107,1995,Pocket,Fiction,Waiting to Exhale Terry McMillan,Fiction
0385240406,0.9444444444444444,18,0.9444444444444444,1987,Bantam Dell Pub Group,Humor,Time Flies Bill Cosby,Drama_Humor
0515127221,2.1578947368421053,57,2.1578947368421053,2000,Jove Books,Unknown,Sullivan's Island: A Lowcountry Tale Dorothea Benton Frank,Unknown
0425161242,1.7066666666666668,75,1.7066666666666668,2000,Berkley Publishing Group,Medical Thriller,Chromosome 6 Robin Cook,Thriller_Mystery
0425169863,2.6620689655172414,145,2.6620689655172414,1999,Berkley Publishing Group,Thriller,Point of Origin Patricia Daniels Cornwell,Thriller_Mystery
0345380371,2.384259259259259,216,2.384259259259259,1992,Ballantine Books,Thriller,Rising Sun MICHAEL CRICHTON,Thriller_Mystery
0446609323,2.022222222222222,90,2.022222222222222,1989,Warner Vision,Thriller,Black Friday James Patterson,Thriller_Mystery
0316690619,2.7777777777777777,54,2.7777777777777777,2000,Little Brown and Company,Thriller,Cradle and All James Patterson,Thriller_Mystery
0446610038,2.892193308550186,269,2.892193308550186,2002,Warner Vision,Unknown,1st to Die: A Novel James Patterson,Unknown
0679459626,3.6470588235294117,34,3.6470588235294117,2001,Random House,Thriller,Flesh and Blood Jonathan Kellerman,Thriller_Mystery
0671001701,1.5909090909090908,44,1.5909090909090908,1997,Pocket,Romance,Legend Jude Deveraux,Romance
0805019375,2.234375,64,2.234375,1995,Henry Holt &amp; Company,Unknown,L Is for Lawless (Kinsey Millhone Mysteries) Sue Grafton,Unknown
0385492081,2.648888888888889,225,2.648888888888889,1998,Anchor,Unknown,Into Thin Air : A Personal Account of the Mt. Everest Disaster JON KRAKAUER,Unknown
006017935X,0.0,4,0.0,1993,Harpercollins,Fiction,Hill Towns Anne Rivers Siddons,Fiction
067976402X,2.5191387559808613,418,2.5191387559808613,1995,Vintage Books USA,Historical Fiction,Snow Falling on Cedars David Guterson,Historical
0743457358,2.647727272727273,88,2.647727272727273,2002,Pocket,Unknown,Everything's Eventual : 14 Dark Tales Stephen King,Unknown
0743456866,1.6666666666666667,51,1.6666666666666667,2002,Pocket,Mystery,He Sees You When You're Sleeping : A Novel Carol Higgins Clark,Thriller_Mystery
0765342294,5.785714285714286,14,5.785714285714286,2002,Starscape Books,Unknown,Ender's Game (Ender Wiggins Saga (Paperback)) Orson Scott Card,Unknown
0670894494,2.3870967741935485,31,2.3870967741935485,2002,Viking Books,Historical Fiction,The Passion of Artemisia Susan Vreeland,Historical
0425167313,1.8235294117647058,170,1.8235294117647058,1998,Berkley Publishing Group,Fiction,Here on Earth Alice Hoffman,Fiction
034540288X,2.180904522613065,199,2.180904522613065,1996,Ballantine Books,Science Fiction,The Lost World Michael Crichton,SciFi_Fantasy
0425167720,1.34375,64,1.34375,1999,Berkley Publishing Group,Historical Fiction,An Instance of the Fingerpost Iain Pears,Historical
0609610597,3.4057971014492754,69,3.4057971014492754,2002,Crown,Unknown,"The Shelters of Stone (Earth's Children Series, No 5) JEAN M. AUEL",Unknown
0446519960,1.0714285714285714,14,1.0714285714285714,1996,Warner Books,Thriller,Absolute Power David Baldacci,Thriller_Mystery
0394543971,1.6,15,1.6,1988,Random House Value Pub,Thriller,The Icarus Agenda Robert Ludlum,Thriller_Mystery
0316182540,2.6984126984126986,63,2.6984126984126986,2001,"Little, Brown",Unknown,White Oleander : A Novel Janet Fitch,Unknown
0553299506,1.8135593220338984,59,1.8135593220338984,1992,Bantam Books,Unknown,Private Eyes (Alex Delaware Novels (Paperback)) Jonathan Kellerman,Unknown
0446611611,2.5454545454545454,66,2.5454545454545454,2003,Warner Books,Thriller,City of Bones Michael Connelly,Thriller_Mystery
0446604658,2.6774193548387095,62,2.6774193548387095,1998,Warner Vision,Fiction,Lucky You Carl Hiaasen,Fiction
0553282476,1.3736263736263736,91,1.3736263736263736,1989,Bantam,Unknown,CAT'S EYE MARGARET ATWOOD,Unknown
0449212602,3.1625615763546797,203,3.1625615763546797,1989,Fawcett Books,Dystopian,The Handmaid's Tale Margaret Atwood,SciFi_Fantasy
0684867621,3.2790697674418605,86,3.2790697674418605,1999,Scribner,Horror,The Girl Who Loved Tom Gordon : A Novel Stephen King,Horror
0345413903,2.5419847328244276,131,2.5419847328244276,2003,Ballantine Books,Thriller,The Murder Book Jonathan Kellerman,Thriller_Mystery
0553582143,2.0104166666666665,96,2.0104166666666665,2003,Bantam,Thriller,Body of Lies IRIS JOHANSEN,Thriller_Mystery
0743202961,5.0,9,5.0,2001,Free Press,Unknown,"Every Breath You Take : A True Story of Obsession, Revenge, and Murder Ann Rule",Unknown
0786866462,4.045454545454546,22,4.045454545454546,2000,Miramax,Fiction,A Density of Souls Christopher Rice,Fiction
0316569321,3.11731843575419,179,3.11731843575419,1999,"Little, Brown",Unknown,White Oleander : A Novel Janet Fitch,Unknown
067169071X,2.2916666666666665,48,2.2916666666666665,1993,Pocket,Unknown,EVERYTHING SHE EVER WANTED Ann Rule,Unknown
0515090174,2.25,56,2.25,1994,Jove Books,Mystery,The Cat Who Could Read Backwards Lilian Jackson Braun,Thriller_Mystery
0515095826,2.870967741935484,62,2.870967741935484,1988,Jove Books,Mystery,The Cat Who Knew Shakespeare Lilian Jackson Braun,Thriller_Mystery
0515111279,2.1320754716981134,53,2.1320754716981134,1994,Jove Books,Mystery,The Cat Who Wasn't There Lilian Jackson Braun,Thriller_Mystery
0553375407,3.6363636363636362,88,3.6363636363636362,1995,Bantam,Unknown,Ishmael: An Adventure of the Mind and Spirit Daniel Quinn,Unknown
0151006903,1.8333333333333333,24,1.8333333333333333,2002,Harcourt,Historical Fiction,Baudolino Umberto Eco,Historical
0425115801,2.4298245614035086,114,2.4298245614035086,1996,Berkley Publishing Group,Thriller,Lightning Dean R. Koontz,Thriller_Mystery
0345454073,2.75,8,2.75,2002,Ballantine Books,Horror,The Homing John Saul,Horror
0671024248,2.225,120,2.225,2000,Pocket,Fiction,Hearts In Atlantis Stephen King,Fiction
0553582933,1.6666666666666667,15,1.6666666666666667,2001,Bantam Books,Horror,Winter Moon Dean R. Koontz,Horror
0671034022,2.2916666666666665,72,2.2916666666666665,2002,Pocket,Romance,Mercy Julie Garwood,Romance
0451151259,3.108108108108108,74,3.108108108108108,1988,Penguin Putnam~mass,Fantasy,Eyes of the Dragon Stephen King,SciFi_Fantasy
0375727132,2.388888888888889,90,2.388888888888889,2003,Vintage,Unknown,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)) ANN PACKER,Unknown
0446607711,1.9508196721311475,122,1.9508196721311475,1999,Warner Books,Thriller,The Simple Truth David Baldacci,Thriller_Mystery
038548951X,4.529411764705882,51,4.529411764705882,2000,Anchor Pub,Fiction,Sister of My Heart Chitra Banerjee Divakaruni,Fiction
0060512806,3.09375,32,3.09375,2002,Avon Books,Science Fiction,Cryptonomicon Neal Stephenson,SciFi_Fantasy
0060975547,2.6551724137931036,29,2.6551724137931036,1993,Perennial,Fiction,Love Medicine Louise Erdrich,Fiction
0812505166,3.5833333333333335,24,3.5833333333333335,1989,Tor Classics,Classic,Wuthering Heights Emily Bronte,Fiction
0446525804,2.7837837837837838,37,2.7837837837837838,2001,Warner Books,Thriller,Last Man Standing David Baldacci,Thriller_Mystery
0515122491,2.5357142857142856,56,2.5357142857142856,1998,Jove Books,Thriller,The Maze Catherine Coulter,Thriller_Mystery
051512902X,3.2777777777777777,18,3.2777777777777777,2000,Jove Books,Romance,After Dark Jayne Castle,Romance
0140265686,3.0,53,3.0,1998,Viking Books,Unknown,Out to Canaan (The Mitford Years) Jan Karon,Unknown
0140257934,2.596774193548387,62,2.596774193548387,1997,Viking Books,Unknown,"These High, Green Hills (The Mitford Years) Jan Karon",Unknown
0140254544,2.933333333333333,90,2.933333333333333,1996,Penguin Books,Unknown,A Light in the Window (The Mitford Years) Jan Karon,Unknown
0451524934,4.466165413533835,133,4.466165413533835,1990,Signet Book,Dystopian,1984 George Orwell,SciFi_Fantasy
0345392825,2.7260273972602738,73,2.7260273972602738,1995,Ballantine Books,Unknown,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle) Mary Pipher,Unknown
0449225151,1.3018867924528301,53,1.3018867924528301,1996,Fawcett Books,Historical Fiction,A Place Called Freedom Ken Follett,Historical
0765342405,7.666666666666667,3,7.666666666666667,2002,Starscape Books,Science Fiction,Ender's Shadow Orson Scott Card,SciFi_Fantasy
0345350499,3.4507042253521125,142,3.4507042253521125,1987,Del Rey,Fantasy,The Mists of Avalon MARION ZIMMER BRADLEY,SciFi_Fantasy
0312976275,2.8095238095238093,168,2.8095238095238093,2001,St. Martin's Paperbacks,Unknown,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel) Janet Evanovich,Unknown
0767905180,2.9791666666666665,144,2.9791666666666665,2001,Broadway Books,Unknown,Jemima J: A Novel About Ugly Ducklings and Swans Jane Green,Unknown
0743482891,0.0,3,0.0,2003,Pocket Books,Romance,Now You See Her Linda Howard,Romance
059035342X,4.275252525252525,396,4.275252525252525,1999,Arthur A. Levine Books,Unknown,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)) J. K. Rowling,Unknown
0316089699,1.858695652173913,92,1.858695652173913,2003,Back Bay Books,Unknown,Sea Glass: A Novel Anita Shreve,Unknown
0140348107,3.2580645161290325,31,3.2580645161290325,2000,Scott Foresman (Pearson K-12),Children,My Side of the Mountain Jean Craighead George,Children
0060936363,3.3617021276595747,47,3.3617021276595747,2002,Perennial,Unknown,Portrait in Sepia : A Novel Isabel Allende,Unknown
038082101X,2.4482758620689653,87,2.4482758620689653,2001,HarperTorch,Historical Fiction,Daughter of Fortune: A Novel Isabel Allende,Historical
0671708635,1.9090909090909092,110,1.9090909090909092,1990,Free Press,Self-Help,Seven Habits Of Highly Effective People Stephen R. Covey,Non_Fiction
0061092088,1.4545454545454546,33,1.4545454545454546,1996,HarperTorch,Fiction,Dangerous to Know Barbara Taylor Bradford,Fiction
0425162788,1.3088235294117647,68,1.3088235294117647,1999,Berkley Publishing Group,Unknown,Politika (Tom Clancy's Power Plays (Paperback)) Tom Clancy,Unknown
0345342968,3.9513274336283186,226,3.9513274336283186,1987,Del Rey,Dystopian,Fahrenheit 451 RAY BRADBURY,SciFi_Fantasy
0812550706,4.8538461538461535,130,4.8538461538461535,1994,Tor Books,Unknown,Ender's Game (Ender Wiggins Saga (Paperback)) Orson Scott Card,Unknown
0441102670,3.590909090909091,44,3.590909090909091,1996,ACE Charter,Unknown,"Chapterhouse Dune (Dune Chronicles, Book 6) Frank Herbert",Unknown
0441294677,3.3448275862068964,29,3.3448275862068964,1991,ACE Charter,Unknown,"God Emperor of Dune (Dune Chronicles, Book 4) Frank Herbert",Unknown
0441104029,2.6808510638297873,47,2.6808510638297873,1991,Ace Books,Unknown,"Children of Dune (Dune Chronicles, Book 3) Frank Herbert",Unknown
0345378482,3.3207547169811322,106,3.3207547169811322,1992,Ballantine Books,Science Fiction,The Andromeda Strain MICHAEL CRICHTON,SciFi_Fantasy
0671758896,1.8372093023255813,129,1.8372093023255813,1992,Pocket,Thriller,"Loves Music, Loves to Dance Mary Higgins Clark",Thriller_Mystery
0345348109,2.210526315789474,76,2.210526315789474,1993,Ballantine Books,Historical Fiction,The Killer Angels Michael Shaara,Historical
0451177096,2.4444444444444446,117,2.4444444444444446,2004,Signet Book,Thriller,Dolores Claiborne Stephen King,Thriller_Mystery
0345422384,2.25,72,2.25,1999,Ballantine Books,Unknown,Pandora: New Tales of the Vampires (New Tales of the Vampires) Anne Rice,Unknown
0312852487,4.857142857142857,7,4.857142857142857,1991,Tor Books,Unknown,"The Dragon Reborn (The Wheel of Time, Book 3) Robert Jordan",Unknown
0812511816,2.875,88,2.875,1990,Tor Fantasy,Unknown,"The Eye of the World (The Wheel of Time, Book 1) Robert Jordan",Unknown
0099244926,2.65,20,2.65,1999,Random House Uk Ltd,Legal Thriller,The Street Lawyer John Grisham,Thriller_Mystery
0425122123,1.8839285714285714,112,1.8839285714285714,1996,Berkley Publishing Group,Unknown,Clear and Present Danger (Jack Ryan Novels) Tom Clancy,Unknown
081257060X,0.0,6,0.0,2001,Tor Books,Non-Fiction,The Return Buzz Aldrin,Non_Fiction
0385484518,3.881679389312977,262,3.881679389312977,1997,Doubleday,Unknown,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson MITCH ALBOM",Unknown
0060922532,2.391304347826087,92,2.391304347826087,1994,Perennial,Fiction,Pigs in Heaven Barbara Kingsolver,Fiction
0440236703,2.65,140,2.65,2002,Dell Publishing Company,Thriller,Tell No One Harlan Coben,Thriller_Mystery
1592400876,3.845360824742268,97,3.845360824742268,2004,Gotham Books,Unknown,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation Lynne Truss",Unknown
0316779490,3.5588235294117645,34,3.5588235294117645,1997,Little Brown &amp; Co,Humor,Naked David Sedaris,Drama_Humor
078686351X,2.1666666666666665,18,2.1666666666666665,1997,Hyperion Books,Unknown,Dirty Jokes and Beer : Stories of the Unrefined Drew Carey,Unknown
0375706410,2.217948717948718,78,2.217948717948718,2000,Vintage Books USA,Unknown,Waiting (Vintage International) Ha Jin,Unknown
0553274503,3.493333333333333,75,3.493333333333333,1984,Bantam,Unknown,Flowers for Algernon (Bantam Classic) DANIEL KEYES,Unknown
0425133540,1.3025210084033614,119,1.3025210084033614,1996,Berkley Publishing Group,Unknown,The Sum of All Fears (Jack Ryan Novels) Tom Clancy,Unknown
0743469801,3.1475409836065573,61,3.1475409836065573,2003,Downtown Press,Unknown,Why Girls Are Weird : A Novel Pamela Ribon,Unknown
0835902242,8.0,1,8.0,1992,Globe Fearon,Classic,Adventures of Huckleberry Finn Mark Twain,Fiction
0671822209,2.269230769230769,52,2.269230769230769,1979,Pocket,Unknown,WLD ACCORDNG GARP John Irving,Unknown
0425194493,1.6521739130434783,23,1.6521739130434783,2004,Berkley Publishing Group,Mystery,Flashback Nevada Barr,Thriller_Mystery
0842361715,0.0,7,0.0,2002,Living Books,Religious Fiction,This Present Darkness Frank E. Peretti,Religious
0446527289,2.066666666666667,15,2.066666666666667,2001,Warner Books,Thriller,The First Counsel Brad Meltzer,Thriller_Mystery
0345384350,2.031578947368421,95,2.031578947368421,1995,Ballantine Books,Thriller,Icebound Dean R. Koontz,Thriller_Mystery
0425175405,2.0730337078651684,178,2.0730337078651684,2000,Berkley Publishing Group,Thriller,Black Notice Patricia Daniels Cornwell,Thriller_Mystery
0380731851,2.175,200,2.175,2002,HarperTorch,Thriller,Mystic River Dennis Lehane,Thriller_Mystery
0684862719,3.126984126984127,63,3.126984126984127,2000,Simon &amp; Schuster,Unknown,Pay It Forward: A Novel Catherine Ryan Hyde,Unknown
0385304366,8.0,1,8.0,1991,Random House Childrens Books,Fantasy,Wings Terry Pratchett,SciFi_Fantasy
0345452550,2.84,50,2.84,2003,Ballantine Books,Unknown,A Cold Heart: An Alex Delaware Novel JONATHAN KELLERMAN,Unknown
0399147357,2.6923076923076925,13,2.6923076923076925,2001,G. P. Putnam's Sons,Thriller,Dead Sleep Greg Iles,Thriller_Mystery
0345452534,3.0727272727272728,55,3.0727272727272728,2002,Ballantine Books,Thriller,The Murder Book JONATHAN KELLERMAN,Thriller_Mystery
0316602051,2.103448275862069,87,2.103448275862069,2003,"Little, Brown",Thriller,The Jester James Patterson,Thriller_Mystery
0380796090,2.425,40,2.425,1999,Avon,Romance,Watermelon Marian Keyes,Romance
0446604666,3.0833333333333335,108,3.0833333333333335,2001,Warner Vision,Fiction,Sick Puppy Carl Hiaasen,Fiction
0061015725,3.2475247524752477,101,3.2475247524752477,2003,Avon Books,Thriller,Prey Michael Crichton,Thriller_Mystery
0553579754,2.760330578512397,121,2.760330578512397,1998,Bantam,Thriller,Fear Nothing DEAN KOONTZ,Thriller_Mystery
0449221482,2.45985401459854,137,2.45985401459854,1999,Fawcett Books,Mystery,J Is for Judgment Sue Grafton,Thriller_Mystery
0316154067,2.36,25,2.36,1999,"Little, Brown",Thriller,Void Moon Michael Connelly,Thriller_Mystery
0553279912,2.3868312757201644,243,2.3868312757201644,1987,Bantam,Unknown,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)) SUE GRAFTON,Unknown
0345353145,2.4839857651245554,281,2.4839857651245554,1988,Ballantine Books,Science Fiction,Sphere MICHAEL CRICHTON,SciFi_Fantasy
0553348973,2.375,40,2.375,1990,Bantam,Fiction,Still Life with Woodpecker TOM ROBBINS,Fiction
0446516538,1.68,125,1.68,1993,Warner Books,Romance,Slow Waltz in Cedar Bend Robert James Waller,Romance
0440214041,2.129032258064516,403,2.129032258064516,1993,Dell,Legal Thriller,The Pelican Brief John Grisham,Thriller_Mystery
0679446486,2.960526315789474,76,2.960526315789474,1996,Alfred A. Knopf,Technothriller,Airframe Michael Crichton,Thriller_Mystery
0440108268,2.8360655737704916,61,2.8360655737704916,1986,Dell,Fiction,The Bridge Across Forever Richard Bach,Fiction
0140298479,3.5093167701863353,161,3.5093167701863353,2001,Penguin Books,Romance,Bridget Jones: The Edge of Reason Helen Fielding,Romance
0786889020,1.829268292682927,82,1.829268292682927,1995,Hyperion,Humor,Don't Stand Too Close to a Naked Man Tim Allen,Drama_Humor
0688149790,3.0,35,3.0,1997,William Morrow &amp; Company,Humor,Babyhood Paul Reiser,Drama_Humor
0345337662,3.2663316582914574,398,3.2663316582914574,1993,Ballantine Books,Horror,Interview with the Vampire Anne Rice,Horror
0345351525,2.573394495412844,218,2.573394495412844,1993,Ballantine Books,Unknown,The Queen of the Damned (Vampire Chronicles (Paperback)) Anne Rice,Unknown
0449003787,2.2941176470588234,136,2.2941176470588234,2001,Ballantine Books,Mystery,"\O\"" Is for Outlaw"" SUE GRAFTON",Thriller_Mystery
